Date,Adj Close
2020-01-02,297.69903564453125
2020-01-03,295.4447021484375
2020-01-06,296.5718994140625
2020-01-07,295.7380065917969
2020-01-08,297.3141784667969
2020-01-09,299.330078125
2020-01-10,298.4687805175781
2020-01-13,300.5213928222656
2020-01-14,300.0632019042969
2020-01-15,300.74127197265625
2020-01-16,303.2430419921875
2020-01-17,304.18682861328125
2020-01-21,303.5911560058594
2020-01-22,303.62786865234375
2020-01-23,303.9760437011719
2020-01-24,301.2727355957031
2020-01-27,296.4435119628906
2020-01-28,299.550048828125
2020-01-29,299.3025817871094
2020-01-30,300.27392578125
2020-01-31,294.82159423828125
2020-02-03,297.0117492675781
2020-02-04,301.53857421875
2020-02-05,305.0207824707031
2020-02-06,306.04718017578125
2020-02-07,304.41595458984375
2020-02-10,306.6885681152344
2020-02-11,307.2200622558594
2020-02-12,309.1993408203125
2020-02-13,308.86956787109375
2020-02-14,309.3643798828125
2020-02-18,308.5670471191406
2020-02-19,310.0423889160156
2020-02-20,308.7686462402344
2020-02-21,305.58892822265625
2020-02-24,295.4539489746094
2020-02-25,286.50103759765625
2020-02-26,285.44720458984375
2020-02-27,272.62725830078125
2020-02-28,271.4818115234375
2020-03-02,283.23876953125
2020-03-03,275.1288757324219
2020-03-04,286.6933898925781
2020-03-05,277.1632080078125
2020-03-06,272.58135986328125
2020-03-09,251.29437255859375
2020-03-10,264.297607421875
2020-03-11,251.4134979248047
2020-03-12,227.35891723632812
2020-03-13,246.7949981689453
2020-03-16,219.7897491455078
2020-03-17,231.6566925048828
2020-03-18,219.92724609375
2020-03-19,220.3945770263672
2020-03-20,210.8968048095703
2020-03-23,205.50454711914062
2020-03-24,224.12400817871094
2020-03-25,227.47915649414062
2020-03-26,240.76161193847656
2020-03-27,233.5903778076172
2020-03-30,241.17637634277344
2020-03-31,237.58157348632812
2020-04-01,226.8892364501953
2020-04-02,232.12477111816406
2020-04-03,228.7696075439453
2020-04-06,244.13519287109375
2020-04-07,244.38406372070312
2020-04-08,252.587646484375
2020-04-09,256.431396484375
2020-04-13,254.0902099609375
2020-04-14,261.5840148925781
2020-04-15,256.0258483886719
2020-04-16,257.2610168457031
2020-04-17,264.2109069824219
2020-04-20,259.5561828613281
2020-04-21,251.67520141601562
2020-04-22,257.2610168457031
2020-04-23,257.2425537109375
2020-04-24,260.8280944824219
2020-04-27,264.5888671875
2020-04-28,263.37225341796875
2020-04-29,270.2668762207031
2020-04-30,267.75054931640625
2020-05-01,260.6622619628906
2020-05-04,261.381103515625
2020-05-05,263.7961730957031
2020-05-06,262.0079040527344
2020-05-07,265.1695861816406
2020-05-08,269.5571594238281
2020-05-11,269.6124267578125
2020-05-12,264.2386169433594
2020-05-13,259.5654602050781
2020-05-14,262.6716613769531
2020-05-15,263.87921142578125
2020-05-18,271.9167785644531
2020-05-19,269.1239013671875
2020-05-20,273.69580078125
2020-05-21,271.80621337890625
2020-05-22,272.3224182128906
2020-05-26,275.6776123046875
2020-05-27,279.7793884277344
2020-05-28,279.26312255859375
2020-05-29,280.5075988769531
2020-06-01,281.6413269042969
2020-06-02,283.9733581542969
2020-06-03,287.7524719238281
2020-06-04,286.99664306640625
2020-06-05,294.3522033691406
2020-06-08,297.91021728515625
2020-06-09,295.68878173828125
2020-06-10,294.0389099121094
2020-06-11,277.0878601074219
2020-06-12,280.4061584472656
2020-06-15,283.02392578125
2020-06-16,288.4715270996094
2020-06-17,287.2731628417969
2020-06-18,287.3838195800781
2020-06-19,285.74139404296875
2020-06-22,287.5745544433594
2020-06-23,288.8984069824219
2020-06-24,281.52899169921875
2020-06-25,284.5471496582031
2020-06-26,277.7887268066406
2020-06-29,281.8714904785156
2020-06-30,285.48223876953125
2020-07-01,287.4819641113281
2020-07-02,289.06500244140625
2020-07-06,293.5274353027344
2020-07-07,290.5001220703125
2020-07-08,292.7220458984375
2020-07-09,291.0556335449219
2020-07-10,294.0274353027344
2020-07-13,291.4814453125
2020-07-14,295.2587585449219
2020-07-15,297.9713439941406
2020-07-16,296.989990234375
2020-07-17,297.85101318359375
2020-07-20,300.2581787109375
2020-07-21,300.8968505859375
2020-07-22,302.6095886230469
2020-07-23,298.99896240234375
2020-07-24,297.0733642578125
2020-07-27,299.2397155761719
2020-07-28,297.34185791015625
2020-07-29,300.99871826171875
2020-07-30,299.9248046875
2020-07-31,302.29486083984375
2020-08-03,304.3964538574219
2020-08-04,305.572265625
2020-08-05,307.47003173828125
2020-08-06,309.52545166015625
2020-08-07,309.7476501464844
2020-08-10,310.67340087890625
2020-08-11,308.10894775390625
2020-08-12,312.4046630859375
2020-08-13,311.83990478515625
2020-08-14,311.8492126464844
2020-08-17,312.8398132324219
2020-08-18,313.51568603515625
2020-08-19,312.2102355957031
2020-08-20,313.1824035644531
2020-08-21,314.2933654785156
2020-08-24,317.4781799316406
2020-08-25,318.5891418457031
2020-08-26,321.7831726074219
2020-08-27,322.4866943359375
2020-08-28,324.5697937011719
2020-08-31,323.39404296875
2020-09-01,326.4400329589844
2020-09-02,331.1616516113281
2020-09-03,319.76495361328125
2020-09-04,317.15411376953125
2020-09-08,308.4884948730469
2020-09-09,314.58038330078125
2020-09-10,309.1181640625
2020-09-11,309.2755126953125
2020-09-14,313.3490905761719
2020-09-15,314.93218994140625
2020-09-16,313.6823425292969
2020-09-17,310.9234313964844
2020-09-18,307.3439025878906
2020-09-21,303.9233093261719
2020-09-22,307.0185241699219
2020-09-23,299.89837646484375
2020-09-24,300.6978759765625
2020-09-25,305.5592041015625
2020-09-28,310.6343688964844
2020-09-29,308.942626953125
2020-09-30,311.2850341796875
2020-10-01,313.2834167480469
2020-10-02,310.30902099609375
2020-10-05,315.8117370605469
2020-10-06,311.3221740722656
2020-10-07,316.7412109375
2020-10-08,319.5483703613281
2020-10-09,322.4019775390625
2020-10-12,327.58856201171875
